mid,name,name yomigana,artist,artist yomigana,music ascii,simplified chinese,original artist,aka1,aka2,aka3,aka4,aka5,aka6,aka7
1102,Staring at star,sutearinguattosutaa,MisoilePunch♪ ～タケノコ添え～,misoirupanchitakenokozoe,staring at star misoilepunch,,,看星星,,,,,,
1103,Dyscontrolled Galaxy,disukontoroorudogiyarakushii,かめりあ,kameria,dyscontrolled galaxy kameria,,,失控银河,MXM21,,,,,
1104,セイレーン ～悲壮の竪琴～,seireenhisounotategoto,ぺのれり,penoreri,seiren penoreri,塞壬 ～悲壮的竖琴～,,,,,,,,
1105,神獄烙桜,kangokurakuou,かゆき,kayuki,kangoku kayuki,神狱烙炎,,,,,,,,
1106,Juggler's Maddness,jaguraazumaddonesu,Lite Show Magic,raitoshoomajikku,jugglers maddness lite show magic,,,,,,,,,
1107,ULTiMATE INFLATiON,aruteimettoinfureeshon,cosMo＠暴走Genocider,kosumoattobousoujienosaidaa,ultimate inflation cosmo,,,终极膨胀,,,,,,
1108,Mirrorwall,miraauooru,BlackY,burakkii,mirrorwall blacky,,,,,,,,,
1109,Altale,aruteeru,削除,sakujo,altale sakujo,,,,,,,,,
1110,ミラクル・スイート・スイーツ・マジック！！,mirakurusuiitosuiitsumajikku,日向美ビタースイーツ♪,hinatabibitaasuiitsu,miracle sweet hinabita,,,,,,,,,
1111,ナイト・オブ・ロンド,naitooburondo,日向美ビタースイーツ♪,hinatabibitaasuiitsu,knightofrondo hinabita,,,,,,,,,
1112,Drizzly Venom,dorizuriivenomu,日向美ビタースイーツ♪,hinatabibitaasuiitsu,drizzly venom hinabita,,,,,,,,,
1113,けもののおうじゃ★めうめう,kemononooujameumeu,日向美ビタースイーツ♪,hinatabibitaasuiitsu,kemononooujya hinabita,百兽之王芽兔Meu,,,,,,,,
1114,銃弾は解を撃ち抜いて,juudanhakaiwouchinuite,日向美ビタースイーツ♪,hinatabibitaasuiitsu,jyuudan hinabita,击穿正解的子弹,,铳弹解击,,,,,,
1115,キリステゴメン,kirisutegomen,東雲夏陽,shinonomenatsuhi,kirisutegomen natsuhi,,,,,,,,,
1116,シノビシノノメ,shinobishinonome,東雲心菜,shinonomekokona,shinobishinonome kokona,,,,,,,,,
1117,GERBERA,gaabera,"BEMANI Sound Team ""TAG""",tagu,gerbera tag,,,非洲菊|大丁草,,,,,,
1118,Scarlet Lance,sukaarettoransu,MASAKI（ZUNTATA）「グルーヴコースター」より,masakizuntata,scarlet lance masaki,,,红枪,,,,,,
1119,怒槌,ikazuchi,光吉猛修「CHUNITHM」より,mitsuyoshitakenobu,ikazuchi mitsuyoshi,,,,,,,,,
1120,セイクリッド ルイン,seikuriddoruin,Drop＆祇羽 feat. 葉月ゆら「太鼓の達人」より,doroppuandogiufiicharinguhatsukiyura,sacred ruin drop,,,,,,,,,
1121,Glitter Flatter Scatter,gurittaafurattaasukyattaa,Project B-,purojiekutobiimainasu,gfs project b,,,,,,,,,
1122,DREAMING-ING!!,doriiminguaienujii,ときめきアイドル project,tokimekiaidorupurojiekuto,dreaminging tokimekiidol,,,,,,,,,
1123,狂騒こども節,kyousoukodomobushi,Vocal by かなたん,kanatan,kyousou akhuta,狂骚儿童节,,,,,,,,
1124,新米天使のメランコリー,shinmaitenshinomerankorii,Vocal by 荒巻,aramaki,shinmai tag,新任天使的忧郁,,,,,,,,
1125,地球防衛乙女パンナコッター,chikyuuboueiotomepannakottaa,Vocal by はるの,haruno,chikyuubouei gekidan,,,,,,,,,
1126,炎夏の音,enkanone,Vocal by 駄々子,dadako,enkanone koezuka,炎夏之音,,,,,,,,
1127,テレポーテーションでやってきた彼とのその後の顛末,terepooteeshondeyattekitakaretonosonogonotenmatsu,Vocal by 藍月なくる,aitsukinakuru,teleportation taka,穿越的他以及此后的始末,,,,,,,,
1128,ペタ靴と憂夜リムーバー,petagutsutoukiyorimuubaa,Vocal by ＯＲＩ姫,orihime,petagutsu djtotto,平底鞋与忧夜消除剂,,,,,,,,
1129,セイシュンライナー,seishunrainaa,蝶々P meets まじ娘,chouchoupiimiitsumajiko,seisyunliner chocho,,,,,,,,,
1130,怪盗Ｆの台本～消えたダイヤの謎～,kaitouefunodaihonkietadaiyanonazo,ひとしずく×やま△ feat.松下、eclair、おさむらいさん、柿チョコ、コニー、しゅーず、che:櫻井、nero、びびあん、mao（bass）、ゆう十、リシェ,hitoshizukukakeruyamasankakkeifiicharingumatsushitaekureaosamuraisankakichokokoniishuuzuchesakurainerobibianmaobeesuyuutorishie,kaitouf matsushita,怪盗F的台本 ~钻石消失之谜~,,,,,,,,
1131,Sweetiex2,suuiiteiisuuiiteii,Dixie Flatline,dikishiifurattorain,sweetie dixie,,,,,,,,,
1132,すろぉもぉしょん,suroomooshon,ピノキオピー,pinokiopii,slowmotion pinocchio,,,,,,,,,
1133,Enjoy This Time,enjoidisutaimu,DJ Noriken feat. yukacco,diijieenorikenfuyuucharinguyukakko,enjoythistime noriken,,,,,,,,,
1134,Oriens,oriensu,ginkiha,ginkiha,oriens ginkiha,,,,,,,,,
1135,Libera me,riberame,Cranky,kurankii,liberame cranky,,,,,,,,,
1136,FREEDOM DiVE,furiidamudaibu,xi,sai,freedomdive xi,,,自由落体,,,,,,
1137,β,beeta,BlackY,burakkii,b blacky,,,beta,,,,,,
1138,New Leaf,nyuuriifu,BlackY vs. Yooh,burakkiibaasasuyuu,newleaf blackyooh,,,,,,,,,
1139,Decoy,dekoi,Yooh,yuu,decoy yooh,,,,,,,,,
1140,BEAST BASS BOMB,biisutobeesubomu,Hommarju,omaaju,bomb hommarju,,,BBB,,,,,,
1141,Cy-Bird,saibaado,Yooh,yuu,cybird yooh,,,,,,,,,
1142,Far Away,faaauei,lapix,rapisu,faraway lapix,,,,,,,,,
1143,OPEN MY GATE,oopunmaigeeto,ARM×狐夢想 feat. RINA (I've),aamukakerukomusoufiitorinaaivu,openmygate arm,,,,,,,,,
1144,Hug!! Vs. Hug!!,haguhagu,はるなば,harunaba,hugvshug harunaba,,,,,,,,,
1145,#SpeedyCats,supiidiikyattsu,RoughSketch a.k.a. uno(IOSYS),rafusuketchieekeeeeunoioshisu,speedycats roughsketch,,,,,,,,,
1146,闇夜に舞うは紅の華,yamiyonimauwaakanohana,TAKU1175,takuiinago,yamiyo taku1175,暗夜中舞动的是红花,,,,,,,,
1147,All Clear!!,oorukuria,sky_delta,sukaideruta,allclear skydelta,,,,,,,,,
1148,TWO-TORIAL,chuutoriaru,"BEMANI Sound Team ""PHQUASE vs DJ TOTTO""",fukasebaasasudiijieetotto,twotorial tottophquase,,,听力考试,,,,,,
1149,Be a Hero!,biiahiiroo,中島由貴,nakashimayuki,beahero nakashimayuki,,,,,,,,,
1150,KAC 2013 ULTIMATE MEDLEY -HISTORIA SOUND VOLTEX- Empress Side,keeeeshiinisenjuusan'aruteimettomedoreehisutoriasaundoborutekkusuenpuresusaido,FLOOR LEGENDS -KAC 2013-,furoaarejienzukeeeeshiinisenjuusan,um kac2013 empress,,,女王组曲,,,,,,
1151,cobalt,kobaruto,Des-ROW・組スペシアル,desurougumisupeshiaru,cobalt desrow,,,,,,,,,
1152,НУМЛ,himu,Zutt,zutto,hymn zutt,,,,,,,,,
1153,ルミナスデイズ,ruminasudeizu,ここなつ,kokonatsu,luminousdays coconatsu,,,,,,,,,
1154,Lionheart,raionhaato,P4koo,P4koo,lionheart p4koo,,,,,,,,,
1155,Random Box,randamubokkusu,LATI,LATI,randombox lati,,,,,,,,,
1156,BREAKNECK NY☆N! NY★N!,bureikunekkunyannyan,ZerA,ZerA,breakneck zera,,,,,,,,,
1157,planetarium,puranetariumu,SUi,SUi,planetarium sui,,,,,,,,,
1158,VOLTEXES IV,borutekusesu 4,"BEMANI Sound Team ""Sota Fujimori""",soutafujimori,voltexes4 sota fujimori,,,四代主题曲,,,,,,
1159,トキメキストリーム,tokimekisutoriimu,Qrispy Joybox,kurisupiijoibokkusu,tokimeki qrispy,,,,,,,,,
1160,スカイダイバー,sukaidaibaa,ヒゲドライバー feat.ヒゲドライVAN,higedoraibaafiicharinguhigedoraiban,skydiver higedriver,,,,,,,,,
1161,CARNIVOROUS,kaanibarasu,SOUND HOLIC feat. Nana Takahashi,saundohorikkufiicharingunanatakahashi,carnivorous soundholic,,,,,,,,,
1162,それは花火のような恋,sorehahanabinoyounakoi,夏色バーニングラブ☆Prim,natsuirobaaningurabupurimu,sorehahanabi prim,那是烟花一样的恋爱,,花火恋,,,,,,
1163,Lost wing at.0,rosutouinguattopointozero,猫叉Master+,nekomatamasutaapurasu,lostwing nekomata,,,,,,,,,
1164,SPACE VILLAGE,supeesubirejji,サイバー劇レコ,saibaagekireko,spacevillage gekireco,,,,,,,,,
1165,びいすと！,biisuto,ビートまりおとARM,biitomariotoaamu,beast beatmario,,,,,,,,,
1166,メイビ～初恋！？ビスケット☆大作戦,meibiihatsukoibisukettodaisakusen,DJ TOTTO×mitsu feat.BisCo(CV:洲崎綾),diijieetottokakerumitsufiicharingubisukoshiibuisuzakiaya,maybehatsukoi djtotto,Maybe～初恋⁉︎饼干大作战,,,,,,,,
1167,MONOLITH,monorisu,TOMOSUKE,tomosuke,monolith tomosuke,,,,,,,,,
1168,ビビットストリーム,bibittosutoriimu,DJ TOTTO,diijieetotto,bibitstream djtotto,,,,,,,,,
1169,惑星☆ロリポップ,wakuseiroripoppu,SOUND HOLIC feat. Nana Takahashi,saundohorikkufiicharingunanatakahashi,wakuseilollipop soundholic,行星棒棒糖,,,,,,,,
1170,分けるな危険！モモモモモモーイズム,wakerunakikenmomomomomomooizumu,ARM×狐夢想 feat. 桃井はるこ,aamukakerukomusoufiitomomoiharuko,wakerunakiken arm,无法排解的危险！桃井主义,,,,,,,,
1171,Phlox,furokkusu,Sota Fujimori 2nd Season,soutafujimorisekandoshiizun,phlox sotafujimori,,,,,,,,,
1172,ロプノールの商隊,ropunoorunoshoutai,Akhuta,akuta,lopnornoshoutai akhuta,罗布泊商队,,,,,,,,
1173,蟲の棲む処,mushinosumutokoro,かめりあ feat. Nana Takahashi,kameriafiicharingunanatakahashi,mushinosumutokoro kameria,虫之栖息处,,,,,,,,
1174,Sky High,sukaihai,Cuvelia,kyuberia,skyhigh cuvelia,,,,,,,,,
1175,CHERNOBOG,cherunoboogu,漆黒のEBONY,shikkokunoebonii,chernobog shikkokunoebony,,,黑猫,,,,,,
1176,GERBERA-For Finalists-,gaaberafoofainarisutsu,remixed by cosMo＠暴走P,kosumoattobousoupii,gerberarmx cosmo,,,非洲菊|大丁草,,,,,,
1177,Last Resort,rasutorizooto,xi,sai,lastresort xi,,,终极手段,,,,,,
1178,A Lasting Promise,arasuteingupuromisu,Laur,rauru,alastingpromise laur,,,暴徒2|暴徒二代,,,,,,
1179,Cloud 9,kuraudonain,雄之助,yuunosuke,cloud9 yunosuke,,,云9,,,,,,
1180,Sacrifice and Faith,sakurifaisuandofeisu,蹙sinfonia（Yu_Asahina　溝口ゆうま　かなたん　大瀬良  あい）,foruteshinfonia,sacrifice fsinfonia,,,,,,,,,
1181,羅生門,rashoumon,TAKU1175 × かにまゆ,takuiinagokakerukanimayu,rashomon taku1175,罗生门,,,,,,,,
,,,,,,,,,,,,,,
1183,僕らの時間,bokuranojikan,テヅカ feat. 大西あみみ,tezukafiicharinguoonishiamimi,bokuranojikan teduka,我们的时间,,,,,,,,
1184,Iridescent Clouds,iridisentokurauzu,Hidra-Xjeil,haidora,iridescentclouds hidra,,,,,,,,,
1185,I,ai,黒魔,kuroma,i kuroma,,,爱,,,,,,
1186,神話に芽吹く,shinwanimebuku,Cororo,kororo,sinwanimebuku cororo,在神话中萌芽,,神话芽吹,,,,,,
1187,CUTE-Reflection,kyuutorifurekushon,7mai,nanamai,cutereflection 7mai,,,,,,,,,
1188,Awakening,aueikuningu,technoplanet,tekunopuranetto,awakening technoplanet,,,,,,,,,
1189,Xéroa,zeroa,かめりあ,kameria,xeroa kameria,,,,,,,,,
1190,SAtAN,satan,P*Light,piraito,satan plight,,,,,,,,,
1191,crossing blue,kurossuinguburuu,ぺのれり,penoreri,crossingblue penoreri,,,,,,,,,
1192,Divine's or Deal,dibainzuoadiiru,winddrums vs cosMo,uindodoramusubaasasukosumo,divinesordeal winddrums,,,,,,,,,
1193,ファイナルレター,fainaruretaa,かねこちはる,kanekochiharu,finalletter kanekochiharu,,,,,,,,,
1194,Dark Matter,daakumataa,Yooh,yuu,darkmatter yooh,,,,,,,,,
1195,Levier'n NābYss,refiiannaavisu,MisoilePunch♪ ~Take No Complete~,misoirupanchiteikunookonpuriito,leviernnabyss misoilepunch,,,,,,,,,
1196,BlueMoon Princess,buruumuunpurinsesu,うさぎ愛好会(cosMo×syuri22),usagiaikoukaikosumoshuriniini,bluemoonprincess cosmo,,,,,,,,,
1197,LastΩmegA,rasutoomega,BlackY,burakkii,lastomega blacky,,,,,,,,,
1198,Justitia Gladius,yusuteiteiaguradiusu,kanone,kanone,justitiagladius kanone,,,,,,,,,
1199,BLAZING_LAZER,bureijingureezaa,brz1128,buriizu,blazinglazer brz1128,,,,,,,,,
1200,MeteorGlow Aftermath,meteogurouafutaamasu,pan,pan,meteorglow pan,,,,,,,,,
1201,Divine's:Bugscript,dibainzubagusukuriputo,かゆき,kayuki,divinesbugscript kayuki,,,,,,,,,
1202,Яe's NoVǢ,reesunowae,からとP feat.リた☆,karatopiifiicharingurita,resnovae karatop,,,,,,,,,
1203,SUPER BUBBLE JOURNEY,suupaababurujaanii,こふ,kofu,superbubblejourney kofu,,,,,,,,,
1204,No way,noouei,影虎。,kagetora,noway kagetora,,,,,,,,,
1205,Blue Stream,buruusutoriimu,とろまる,toromaru,bluestream toromaru,,,,,,,,,
1206,Wings of Glory,uingusuobugurorii,Crawk × Capchii,kurookubaasasukapuchii,wingsofglory crawkcapchii,,,,,,,,,
1207,メルヘン風紀委員会,meruhenfuukiiinkai,はるなば with すずしろ&桃箱,harunabauizusuzushiroandomomobako,meruhenfuuki harunaba,童话风纪委员会,,,,,,,,
1208,Coldlapse,koorudorapusu,Aoi vs. r0y,aoibaasasuroi,coldapse aoi,,,,,,,,,
1209,Knights Assault,naitsuasaruto,零 -zero-,zero,knightsassault zero,,,,,,,,,
1210,ひとりぼっちの魔王,hitoribotchinomaou,Verdammt,feadamuto,hitoribocchi verdammt,一个人的魔王,,竖笛魔王,,,,,,
1211,Beyond the BLUE,biyondozaburuu,Ayato × sak × 田島千種,ayatosakutajimachigusa,beyondtheblue ayato,,,,,,,,,
1212,プラネタジャーニー,puranetajaanii,U-ske feat.棗いつき,yuusukefiicharingunatsumeitsuki,puranetajourney uske,,,,,,,,,
1213,ブチ上げ候！現代忍者三姉妹,buchiagesourougendaininjasanshimai,溝口ゆうま feat. みこ♡なち♡あい,mizonokuchiyuumafiitomikonachiai,buchiagesourou mizonokuchi,兴致高涨！现代忍者三姐妹,,,,,,,,
1214,Musha Vibration,mushabaibureeshon,NA7,nanana,mushavibration na7,,,,,,,,,
1215,Gate of Atlantis,geetoobuatoranteisu,MasKaleido,masukareido,gateofatlantis maskaleido,,,亚特兰蒂斯之门,,,,,,
1216,ホワイトパレード,howaitopareedo,梅干茶漬け,umeboshichazuke,whiteparade umeboshi,,,,,,,,,
1217,Melty Sweets,meruteiisuiitsu,Ironami,ironami,meltysweets ironami,,,,,,,,,
1218,Akzeriyyuth,akuzeryusu,Team&Dj Grimoire,chiimuandodiijieigurimoa,akzeriyyuth grimoire,,,病女2,,,,,,
1219,マキシマ先生の満開!!ヘヴンリー講座❤,makishimasenseinomankaihevunriikouza,体で覚えるSOUND VOLTEX,makishima,tutorial maxima,Maxima老师的绽放HEAVENLY讲座,,大先生的听力讲座,,,,,,
1220,Reb∞t,ribuuto,"BEMANI Sound Team ""TAG""",tagu,reboot tag,,,,,,,,,
1221,BELOBOG,beroboogu,"BEMANI Sound Team ""純白のIVORY""",junpakunoaiborii,belobog junpakunoivory,,,白猫,,,,,,
1222,Re：End of a Dream,riiendoobuadoriimu,uma vs. モリモリあつし,yuumabaasasumorimoriatsushi,reendofadream umamorimori,,,,,,,,,
1223,Record one's Dream,rekoodowanzudoriimu,uma vs. モリモリあつし,yuumabaasasumorimoriatsushi,recordonesdream umamorimori,,,,,,,,,
1224,RHYZING BEAT,raijingubiito,PHQUASE,fukase,rhyzingbeat phquase,,,,,,,,,
1225,Evans,ebansu,DJ YOSHITAKA,diijieeyoshitaka,evans yoshitaka,,,,,,,,,
1226,Black night,burakkunaito,Noah,noa,blacknight noah,,,,,,,,,
1227,私の恋色。,watashinokoiiro,テヅカ feat. 大西あみみ,tezukafiicharinguoonishiamimi,watashinokoiiro teduka,我的恋色,,,,,,,,
1228,煙,kemuri,庭師,niwashi,kemuri niwashi,烟,,,,,,,,
1229,Mysterious Nights,misuteriasunaitsu,あさり,asari,mysteriousnights asari,,,,,,,,,
1230,プレインエイジア(MRM REMIX),purein'eijiamorimorimikkusu,モリモリあつし,morimoriatsushi,plainasia morimoriatsushi,,,,,,,,,
1231,Invisible Bullets,inbijiburubarettsu,brz1128,buriizu,invisiblebullets brz1128,,,,,,,,,
,,,,,,,,,,,,,,
1233,灼熱のBlazin' Beat,shakunetsunobureijinbiito,CielArc,shieruaaku,syakunetsuno cielarc,灼热的Blazin' Beat,,,,,,,,
1234,Invisible Full Moon 古屋直雪 remix,inbijiburufurumuunfuruyanaoyukirimikkusu,古屋直雪,furuyanaoyuki,invisiblefullmoon furuya,,,,,,,,,
1235,Liévre -blanche-,rieevuruvuranshie,Diartzh,diaatsu,lievreblanche diartzh,,,,,,,,,
1236,disordered asia,disuoodaadoeijia,シイナフユキ,shiinafuyuki,disorderedasia siinafuyuki,,,,,,,,,
1237,少女綺想曲 -G.X.N. Remix-,shoujokisoukyokugekisenrimikkusu,激戦の人,gekisennohito,shoujokisoukyoku gekisennohito,少女绮想曲,,,,,,,,
1238,Night Rockin' Bird,naitorokkinbaado,kanone,kanone,nightrockinbird kanone,,,,,,,,,
1239,Breakin' Asia,bureikin'eijia,かたぎり,katagiri,breakinasia katagiri,,,,,,,,,
1240,Venomous Firefly,venomasufaiafurai,かめりあ,kameria,venomousfirefly kameria,,,,,,,,,
1241,Princess K,purinsesukee,Retropolitaliens(Ms.+駄々子),retoroporitarianzumizupurasudadako,princessk retropolitaliens,,,,,,,,,
1242,4NT1 D34D,anchideddo,N-Driver,enudoraibaa,4ntid34d ndriver,,,anti dead,,,,,,
1243,ILL-STARRED Diver,irusutaadodaibaa,polysha,porisha,illstarreddiver polysha,,,,,,,,,
1244,Nostalgic Blood of the Strife,nosutarujikkuburaddoobuzasutoraifu,Laur,rauru,nostalgicbloodof laur,,,,,,,,,
1245,マイネ・クライネ・ナハトムジーク,mainekurainenahatomujiiku,Die Ellipse (deli. with 倉田美和),diieripusederi uizukuratamiwa,mainekuraine dieellipse,,,,,,,,,
1246,Lunatic Sprinter,runateikkusupurintaa,さわわ,sawawa,lunaticsprinter sawawa,,,,,,,,,
1247,Victim of Nights,vikuteimuobunaitsu,すのうまん,sunouman,victimofnights snowman,,,,,,,,,
1248,アワデコノヨヲ,awadekonoyowo,AMAZE,ameizu,awadekonoyowo amaze,,,,,,,,,
1249,Burning Spark!,baaningusupaaku,uma & nmk feat. 橘花音,yuumaandoenuemukeefuyuucharingutachibanakanon,burningspark umanmk,,,,,,,,,
1250,KIMIDORI Streak!!,kimidorisutoriiku,梅干茶漬け,umeboshichazuke,kimidoristreak umeboshi,,,,,,,,,
1251,Tic Exe,teikkueguze,Se-U-Ra,seyuura,ticexe seura,,,,,,,,,
1252,蓬莱フェスティボー,houraifesuteiboo,溝口ゆうま feat. みこ♡なち♡あい,mizonokuchiyuumafiitomikonachiai,houraifestival mizonokuchi,,,,,,,,,
1253,誰が為に兎は舞う＝狂速狂騒曲＝,tagatameniusagihamaukyousokukyousoukyoku,うさぎ愛好会(cosMo×syuri22),usagiaikoukaikosumoshuriniini,tagatameniusagi cosmo,兔子为谁而舞 狂速狂骚曲,,,,,,,,
1254,Secret Traveler -MeniRemix-,shiikurettotoraberaamenirimikkusu,Adust Rain,adasutorein,secrettraveler adustrain,,,,,,,,,
1255,片翼のディザイア,henyokunodizaia,Endorfin.,endorufin,henyokunodesire endorfin,片翼的渴望,,,,,,,,
1256,La Danza del Fuego,radansaderufuego,Kiryu,kiryuu,ladanzadefuego kiryu,,,,,,,,,
1257,Touch My Body,tatchimaibadi,anubasu-anubasu,anubasuanubasu,touchmybody anubasuanubasu,,,,,,,,,
1258,Redshift,reddoshifuto,technoplanet,tekunopuranetto,redshift technoplanet,,,,,,,,,
1259,AUTOMATION PARADISE,ootomeeshonparadaisu,-,-,automation paradise,,,,,,,,,
1260,Chrono Diver -PENDULUMs-,kuronodaibaapendeyuramu,猫叉L.E.D.Master+,nekomataeruiidiimasutaapurasu,chronodiverpendulms nekomataled,,,钟摆,,,,,,
1261,ECHIDNA,ekidona,HuΣeR,hamaa,echidna humer,,,,,,,,,
1262,星座が恋した瞬間を。,seizagakoishitashunkanwo,"BEMANI Sound Team ""DJ TOTTO feat.MarL""",diijieetottofiitomaaru,seizagakoishita djtotto,恋上星座的瞬间,,,,,,,,
1263,Puberty Dysthymia,pyuubateiidisuteimia,"BEMANI Sound Team ""person09""",paasonzeronain,pubertydysthymia akhuta,,,,,,,,,
1264,Life is beautiful,raifuizubyuuteifuru,"BEMANI Sound Team ""猫叉Master""",nekomatamasutaa,lifeisbeautiful nekomata,,,,,,,,,
1265,SUPER SUMMER SALE,suupaasamaaseeru,"BEMANI Sound Team ""U1 overground""",yuuichioobaaguraundo,supersummersale u1,,,,,,,,,
1266,風鈴花火,fuurinhanabi,"BEMANI Sound Team ""劇団レコード""feat.結良まり",gekidanrekoodofiitoyuramari,fuurinhanabi gekireco,风铃花火,,,,,,,,
1267,Prey,purei,"BEMANI Sound Team ""Dustup""",dasutoappu,prey syunn,,,,,,,,,
1268,Rejoin,rijoin,"BEMANI Sound Team ""HuΣeR feat.PON""",hamaafiitopon,rejoin humer,,,,,,,,,
1269,Made In Love,meidoinrabu,黒魔,kuroma,madeinlove kuroma,,,,,,,,,
1270,Xronièr,kuronieeru,"かめりあ as ""fluX Xroisé""",kameriaazufuruukuroajii,xronier kameria,,,,,,,,,
1271,Failnaught,feirunooto,xi,sai,failnaught xi,,,,,,,,,
1272,Absolute Domination,abusoryuutodomineeshon,Laur,rauru,absolutedomination laur,,,绝对统治|绝对统御,,,,,,
1273,Fly Like You,furairaikuyuu,technoplanet,tekunopuranetto,flylikeyou technoplanet,,,,,,,,,
1274,そして黄金郷へ,soshiteougonkyouhe,TAKU1175 × かにまゆ,takuiinagokakerukanimayu,soshiteougon taku1175,然后前往黄金乡,,,,,,,,
1275,光射す澪のユズリハ,hikarisasumionoyuzuriha,Cororo feat.Yuria Miyazono,kororofiicharinguyuriamiyazono,hikarisasu cororo,光辉水路之畔的交让木,,光射澪,,,,,,
1276,サイコパスラビット,saikopasurabitto,うさぎ愛好会PSYCHOPATH(cosMo×syuri22),usagiaikoukaisaikopasukosumoshuriniini,psychopathrabbit cosmo,,,,,,,,,
1277,オニユリ,oniyuri,ぺのれり,penoreri,oniyuri penoreri,,,鬼百合,纵连曲,,,,,
1278,水簾ノ調,suirennoshirabe,Capchii × Crawk,kapuchiibaasasukurooku,suirennoshirabe capchiicrawk,,,,,,,,,
1279,Another Chapter,anazaachaputaa,からとP feat.リた☆,karatopiifiicharingurita,anotherchapter karatop,,,,,,,,,
1280,スラッシュ//シスターズ,surasshushisutaazu,はるなば with すずしろ&桃箱,harunabauizusuzushiroandomomobako,thrashsisters harunaba,,,,,,,,,
1281,コメット⇒スケイター,komettosukeitaa,U-ske feat.棗いつき,yuusukefiicharingunatsumeitsuki,commetskater uske,,,,,,,,,
1282,She Turns Me On,shiitaanzumiion,"BEMANI Sound Team ""Sota Fujimori""",soutafujimori,sheturnsmeon sotafujimori,,,,,,,,,
1283,Sleepless days,suriipuresudeizu,猫叉Master feat.Mayumi Morinaga,nekomatamasutaafiicharingumayumimorinaga,sleeplessdays nekomata,,,,,,,,,
1284,MAXIVCORD,makishibukoodo,"BEMANI Sound Team ""dj TAKA""",diijieitaka,maxivcord djtaka,,,,,,,,,
1285,Let's Bounce !!,rettsubaunsu,"BEMANI Sound Team ""Sota F.""",soutaefu,letsbounce sota,,,,,,,,,
1286,クレイジークレイジーダンサーズ,kureijiikureijiidansaazu,ビートまりお＋あまね（COOL&CREATE）,biitomariopurasuamane,crazydancers beatmario,,,,,,,,,
